x,y,val
-0.04742554454419223,0.4954729460373841,0
0.2534306816532408,-0.9787215148123345,0
-0.9008328421930762,-0.18727088110276324,0
0.021855314499071632,-0.5902959588024461,0
0.20183212635981262,-0.5469174326660038,0
0.5654509439260758,-0.42269561820389634,0
-0.9361971269057381,0.777341595769893,1
0.9462674656616603,0.18300931033423562,0
-0.721572251896214,0.2516127578871199,0
-0.9853167623235013,-0.581681680745501,0
-0.4074815262358309,0.14617004392587396,0
0.26978699040111076,-0.7005680609717979,0
0.8117538653832412,0.8112448532929879,1
-0.78454159821184,0.9970285933696144,1
0.03091450050722444,-0.3725447815210594,0
0.6287124835076816,0.349255718391722,0
-0.8700725785879448,0.33991883928069266,0
-0.6536739705482919,0.5960817495824176,1
0.19740287998642625,0.15892406340520826,0
-0.07228292996189323,-0.6717652796985218,0
0.8265487341004916,0.7463600502192118,1
-0.13349804374994534,0.6615300130438682,1
-0.9259497065123179,-0.9940638191578559,0
-0.09989286924675422,-0.27253076302834134,0
-0.7192922921790825,0.4565485285331288,0
0.4062664524020545,0.7135692355926915,1
-0.07667487169341691,-0.10802089970575235,0
-0.12281225920736194,-0.10804108992513761,0
-0.7994503881574122,-0.9835570252916153,0
0.02662498272203595,-0.657640030818037,0
-0.8489396384207233,0.794324206646241,1
0.2120468825837849,-0.5943551866832582,0
0.7607128533744059,-0.6362277318987315,0
-0.45645605825500013,0.29674404433331825,0
0.7359442866810093,0.5376566536489671,0
0.3030710974810109,-0.23924657788854375,0
-0.5960486703832244,-0.8482932584482792,0
-0.8879255058263733,0.17366880122961192,0
0.5458527283011749,-0.18150856529679538,0
0.6625052480793303,-0.9307451547885375,0
-0.12274590031415866,-0.9927780335032643,0
0.7656761383353643,-0.2838675303880671,0
-0.638666014233813,0.7931879988334447,1
0.9753685341575307,-0.925752299404246,0
-0.4272258289503188,0.10696733589307073,0
0.10605346553244388,-0.7725380638790349,0
-0.0734401026007292,-0.13762428221271383,0
0.5940395087017079,-0.7809164679892786,0
0.743879633078077,-0.04654787286075912,0
-0.1611823713350311,-0.8902635004432702,0
-0.15194476593603135,0.7846036501349423,1
0.41382254988784717,-0.9679574624798697,0
-0.33336051631161334,-0.2656388316067697,0
0.3502859185041194,-0.9658309237858835,0
0.661517726895692,-0.24797432849186407,0
-0.4251915986357673,0.5843740876036785,1
-0.6829436762933052,-0.852186687983455,0
-0.9792687856846458,-0.24874132071434318,0
-0.11295833247499298,0.5609349085911925,0
0.93534095359022,-0.7204865981707218,0
0.6343584586418698,-0.9236254743833483,0
0.4693943346796241,0.048525172552950746,0
-0.6069429569297167,0.5099588291256756,0
-0.23759695751507315,-0.26871194464638304,0
-0.05933538932817917,0.9926382828777855,1
0.42657151714847985,-0.13636001175225188,0
-0.11070278129080213,0.15872813577982647,0
0.5842338404737266,-0.011074151811080624,0
0.58733263315017,0.47918612263461546,0
0.4280895012381174,-0.9392353711320358,0
-0.1308924973642489,0.5798319039289213,0
-0.34951014377311784,-0.1333227534455359,0
-0.6016943758522677,0.7457404176288189,1
-0.9725189158518206,-0.1220902363388836,0
-0.17859345177015507,0.23687120222697677,0
0.9452627887304541,-0.3641358770341241,0
0.9807675018892714,0.5263218786763506,0
-0.2788269574349318,-0.44687264949192795,0
-0.9673856859459276,0.12142382973100929,0
0.1982660284664084,-0.16283171249719253,0
-0.5265793213592995,-0.7607751659367503,0
0.2819993346390741,0.13734828099521357,0
0.7988575977316097,0.28173284059195525,0
-0.16049729138465452,-0.5290284779931296,0
-0.19730170176145,0.7926219903339118,1
0.696352295058936,-0.9983221547025471,0
0.36876702823263274,-0.6240689718625383,0
0.3427277696110307,0.32355967087727744,0
-0.9827765198982206,-0.08138812179755983,0
-0.5997165292855597,0.04696197659620194,0
0.43717696475683,-0.6173857967265735,0
-0.09698376039442502,-0.31299614377828067,0
0.770828377644456,-0.5814790867315811,0
0.009867808248475995,0.1234363481373153,0
-0.48995878183605,0.10157548373297942,0
0.8937508349243717,0.2305309388962673,0
0.5244448233771266,-0.797726888645047,0
-0.7588576209468509,-0.3317290302712772,0
0.9608775779595591,0.5775131459777236,0
0.04834047212203396,0.2811952054070568,0
